NEGERI,KOD DAN NAMA PARLIMEN,KOD DAN NAMA DUN
JOHOR,P.140 - SEGAMAT,N. 01 - BULOH KASAP
JOHOR,P.140 - SEGAMAT,N. 01 - BULOH KASAP
JOHOR,P.140 - SEGAMAT,N. 02 - JEMENTAH
JOHOR,P.140 - SEGAMAT,N. 02 - JEMENTAH
JOHOR,P.140 - SEGAMAT,N. 02 - JEMENTAH
JOHOR,P.141 - SEKIJANG,N. 03 - PEMANIS
JOHOR,P.141 - SEKIJANG,N. 03 - PEMANIS
JOHOR,P.141 - SEKIJANG,N. 03 - PEMANIS
JOHOR,P.141 - SEKIJANG,N. 04 - KEMELAH
JOHOR,P.141 - SEKIJANG,N. 04 - KEMELAH
JOHOR,P.142 - LABIS,N. 05 - TENANG
JOHOR,P.142 - LABIS,N. 05 - TENANG
JOHOR,P.142 - LABIS,N. 05 - TENANG
JOHOR,P.142 - LABIS,N. 06 - BEKOK
JOHOR,P.142 - LABIS,N. 06 - BEKOK
JOHOR,P.143 - PAGOH,N. 07 - BUKIT KEPONG
JOHOR,P.143 - PAGOH,N. 07 - BUKIT KEPONG
JOHOR,P.143 - PAGOH,N. 07 - BUKIT KEPONG
JOHOR,P.143 - PAGOH,N. 08 - BUKIT PASIR
JOHOR,P.143 - PAGOH,N. 08 - BUKIT PASIR
JOHOR,P.144 - LEDANG,N. 09 - GAMBIR
JOHOR,P.144 - LEDANG,N. 09 - GAMBIR
JOHOR,P.144 - LEDANG,N. 09 - GAMBIR
JOHOR,P.144 - LEDANG,N. 10 - TANGKAK
JOHOR,P.144 - LEDANG,N. 10 - TANGKAK
JOHOR,P.144 - LEDANG,N. 11 - SEROM
JOHOR,P.144 - LEDANG,N. 11 - SEROM
JOHOR,P.144 - LEDANG,N. 11 - SEROM
JOHOR,P.145 - BAKRI,N. 12 - BENTAYAN
JOHOR,P.145 - BAKRI,N. 12 - BENTAYAN
JOHOR,P.145 - BAKRI,N. 13 - SIMPANG JERAM
JOHOR,P.145 - BAKRI,N. 13 - SIMPANG JERAM
JOHOR,P.145 - BAKRI,N. 13 - SIMPANG JERAM
JOHOR,P.145 - BAKRI,N. 13 - SIMPANG JERAM
JOHOR,P.145 - BAKRI,N. 14 - BUKIT NANING
JOHOR,P.145 - BAKRI,N. 14 - BUKIT NANING
JOHOR,P.145 - BAKRI,N. 14 - BUKIT NANING
JOHOR,P.145 - BAKRI,N. 14 - BUKIT NANING
JOHOR,P.146 - MUAR,N. 15 - MAHARANI
JOHOR,P.146 - MUAR,N. 15 - MAHARANI
JOHOR,P.146 - MUAR,N. 15 - MAHARANI
JOHOR,P.146 - MUAR,N. 16 - SUNGAI BALANG
JOHOR,P.146 - MUAR,N. 16 - SUNGAI BALANG
JOHOR,P.146 - MUAR,N. 16 - SUNGAI BALANG
JOHOR,P.147 - PARIT SULONG,N. 17 - SEMERAH
JOHOR,P.147 - PARIT SULONG,N. 17 - SEMERAH
JOHOR,P.147 - PARIT SULONG,N. 17 - SEMERAH
JOHOR,P.147 - PARIT SULONG,N. 18 - SRI MEDAN
JOHOR,P.147 - PARIT SULONG,N. 18 - SRI MEDAN
JOHOR,P.147 - PARIT SULONG,N. 18 - SRI MEDAN
JOHOR,P.148 - AYER HITAM,N. 19 - YONG PENG
JOHOR,P.148 - AYER HITAM,N. 19 - YONG PENG
JOHOR,P.148 - AYER HITAM,N. 19 - YONG PENG
JOHOR,P.148 - AYER HITAM,N. 20 - SEMARANG
JOHOR,P.148 - AYER HITAM,N. 20 - SEMARANG
JOHOR,P.148 - AYER HITAM,N. 20 - SEMARANG
JOHOR,P.149 - SRI GADING,N. 21 - PARIT YAANI
JOHOR,P.149 - SRI GADING,N. 21 - PARIT YAANI
JOHOR,P.149 - SRI GADING,N. 21 - PARIT YAANI
JOHOR,P.149 - SRI GADING,N. 22 - PARIT RAJA
JOHOR,P.149 - SRI GADING,N. 22 - PARIT RAJA
JOHOR,P.149 - SRI GADING,N. 22 - PARIT RAJA
JOHOR,P.150 - BATU PAHAT,N. 23 - PENGGARAM
JOHOR,P.150 - BATU PAHAT,N. 23 - PENGGARAM
JOHOR,P.150 - BATU PAHAT,N. 23 - PENGGARAM
JOHOR,P.150 - BATU PAHAT,N. 24 - SENGGARANG
JOHOR,P.150 - BATU PAHAT,N. 24 - SENGGARANG
JOHOR,P.150 - BATU PAHAT,N. 24 - SENGGARANG
JOHOR,P.150 - BATU PAHAT,N. 25 - RENGIT
JOHOR,P.150 - BATU PAHAT,N. 25 - RENGIT
JOHOR,P.150 - BATU PAHAT,N. 25 - RENGIT
JOHOR,P.151 - SIMPANG RENGGAM,N. 26 - MACHAP
JOHOR,P.151 - SIMPANG RENGGAM,N. 26 - MACHAP
JOHOR,P.151 - SIMPANG RENGGAM,N. 26 - MACHAP
JOHOR,P.151 - SIMPANG RENGGAM,N. 27 - LAYANG-LAYANG
JOHOR,P.151 - SIMPANG RENGGAM,N. 27 - LAYANG-LAYANG
JOHOR,P.151 - SIMPANG RENGGAM,N. 27 - LAYANG-LAYANG
JOHOR,P.152 - KLUANG,N. 28 - MENGKIBOL
JOHOR,P.152 - KLUANG,N. 28 - MENGKIBOL
JOHOR,P.152 - KLUANG,N. 29 - MAHKOTA
JOHOR,P.152 - KLUANG,N. 29 - MAHKOTA
JOHOR,P.152 - KLUANG,N. 29 - MAHKOTA
JOHOR,P.153 - SEMBRONG,N. 30 - PALOH
JOHOR,P.153 - SEMBRONG,N. 30 - PALOH
JOHOR,P.153 - SEMBRONG,N. 30 - PALOH
JOHOR,P.153 - SEMBRONG,N. 31 - KAHANG
JOHOR,P.153 - SEMBRONG,N. 31 - KAHANG
JOHOR,P.154 - MERSING,N. 32 - ENDAU
JOHOR,P.154 - MERSING,N. 32 - ENDAU
JOHOR,P.154 - MERSING,N. 32 - ENDAU
JOHOR,P.154 - MERSING,N. 33 - TENGGAROH
JOHOR,P.154 - MERSING,N. 33 - TENGGAROH
JOHOR,P.154 - MERSING,N. 33 - TENGGAROH
JOHOR,P.155 - TENGGARA,N. 34 - PANTI
JOHOR,P.155 - TENGGARA,N. 34 - PANTI
JOHOR,P.155 - TENGGARA,N. 34 - PANTI
JOHOR,P.155 - TENGGARA,N. 35 - PASIR RAJA
JOHOR,P.155 - TENGGARA,N. 35 - PASIR RAJA
JOHOR,P.155 - TENGGARA,N. 35 - PASIR RAJA
JOHOR,P.156 - KOTA TINGGI,N. 36 - SEDILI
JOHOR,P.156 - KOTA TINGGI,N. 36 - SEDILI
JOHOR,P.156 - KOTA TINGGI,N. 37 - JOHOR LAMA
JOHOR,P.156 - KOTA TINGGI,N. 37 - JOHOR LAMA
JOHOR,P.156 - KOTA TINGGI,N. 37 - JOHOR LAMA
JOHOR,P.157 - PENGERANG,N. 38 - PENAWAR
JOHOR,P.157 - PENGERANG,N. 38 - PENAWAR
JOHOR,P.157 - PENGERANG,N. 39 - TANJUNG SURAT
JOHOR,P.157 - PENGERANG,N. 39 - TANJUNG SURAT
JOHOR,P.158 - TEBRAU,N. 40 - TIRAM
JOHOR,P.158 - TEBRAU,N. 40 - TIRAM
JOHOR,P.158 - TEBRAU,N. 40 - TIRAM
JOHOR,P.158 - TEBRAU,N. 41 - PUTERI WANGSA
JOHOR,P.158 - TEBRAU,N. 41 - PUTERI WANGSA
JOHOR,P.158 - TEBRAU,N. 41 - PUTERI WANGSA
JOHOR,P.158 - TEBRAU,N. 41 - PUTERI WANGSA
JOHOR,P.158 - TEBRAU,N. 41 - PUTERI WANGSA
JOHOR,P.159 - PASIR GUDANG,N. 42 - JOHOR JAYA
JOHOR,P.159 - PASIR GUDANG,N. 42 - JOHOR JAYA
JOHOR,P.159 - PASIR GUDANG,N. 42 - JOHOR JAYA
JOHOR,P.159 - PASIR GUDANG,N. 43 - PERMAS
JOHOR,P.159 - PASIR GUDANG,N. 43 - PERMAS
JOHOR,P.159 - PASIR GUDANG,N. 43 - PERMAS
JOHOR,P.159 - PASIR GUDANG,N. 43 - PERMAS
JOHOR,P.160 - JOHOR BAHRU,N. 44 - LARKIN
JOHOR,P.160 - JOHOR BAHRU,N. 44 - LARKIN
JOHOR,P.160 - JOHOR BAHRU,N. 44 - LARKIN
JOHOR,P.160 - JOHOR BAHRU,N. 45 - STULANG
JOHOR,P.160 - JOHOR BAHRU,N. 45 - STULANG
JOHOR,P.161 - PULAI,N. 46 - PERLING
JOHOR,P.161 - PULAI,N. 46 - PERLING
JOHOR,P.161 - PULAI,N. 46 - PERLING
JOHOR,P.161 - PULAI,N. 47 - KEMPAS
JOHOR,P.161 - PULAI,N. 47 - KEMPAS
JOHOR,P.161 - PULAI,N. 47 - KEMPAS
JOHOR,P.162 - ISKANDAR PUTERI,N. 48 - SKUDAI
JOHOR,P.162 - ISKANDAR PUTERI,N. 48 - SKUDAI
JOHOR,P.162 - ISKANDAR PUTERI,N. 49 - KOTA ISKANDAR
JOHOR,P.162 - ISKANDAR PUTERI,N. 49 - KOTA ISKANDAR
JOHOR,P.162 - ISKANDAR PUTERI,N. 49 - KOTA ISKANDAR
JOHOR,P.163 - KULAI,N. 50 - BUKIT PERMAI
JOHOR,P.163 - KULAI,N. 50 - BUKIT PERMAI
JOHOR,P.163 - KULAI,N. 50 - BUKIT PERMAI
JOHOR,P.163 - KULAI,N. 51 - BUKIT BATU
JOHOR,P.163 - KULAI,N. 51 - BUKIT BATU
JOHOR,P.163 - KULAI,N. 51 - BUKIT BATU
JOHOR,P.163 - KULAI,N. 52 - SENAI
JOHOR,P.163 - KULAI,N. 52 - SENAI
JOHOR,P.164 - PONTIAN,N. 53 - BENUT
JOHOR,P.164 - PONTIAN,N. 53 - BENUT
JOHOR,P.164 - PONTIAN,N. 53 - BENUT
JOHOR,P.164 - PONTIAN,N. 54 - PULAI SEBATANG
JOHOR,P.164 - PONTIAN,N. 54 - PULAI SEBATANG
JOHOR,P.164 - PONTIAN,N. 54 - PULAI SEBATANG
JOHOR,P.165 - TANJUNG PIAI,N. 55 - PEKAN NANAS
JOHOR,P.165 - TANJUNG PIAI,N. 55 - PEKAN NANAS
JOHOR,P.165 - TANJUNG PIAI,N. 56 - KUKUP
JOHOR,P.165 - TANJUNG PIAI,N. 56 - KUKUP
JOHOR,P.165 - TANJUNG PIAI,N. 56 - KUKUP
KEDAH,P.004 - LANGKAWI,N. 01 - AYER HANGAT
KEDAH,P.004 - LANGKAWI,N. 01 - AYER HANGAT
KEDAH,P.004 - LANGKAWI,N. 01 - AYER HANGAT
KEDAH,P.004 - LANGKAWI,N. 02 - KUAH
KEDAH,P.004 - LANGKAWI,N. 02 - KUAH
KEDAH,P.004 - LANGKAWI,N. 02 - KUAH
KEDAH,P.004 - LANGKAWI,N. 02 - KUAH
KEDAH,P.005 - JERLUN,N. 03 - KOTA SIPUTEH
KEDAH,P.005 - JERLUN,N. 03 - KOTA SIPUTEH
KEDAH,P.005 - JERLUN,N. 03 - KOTA SIPUTEH
KEDAH,P.005 - JERLUN,N. 04 - AYER HITAM
KEDAH,P.005 - JERLUN,N. 04 - AYER HITAM
KEDAH,P.005 - JERLUN,N. 04 - AYER HITAM
KEDAH,P.006 - KUBANG PASU,N. 05 - BUKIT KAYU HITAM
KEDAH,P.006 - KUBANG PASU,N. 05 - BUKIT KAYU HITAM
KEDAH,P.006 - KUBANG PASU,N. 05 - BUKIT KAYU HITAM
KEDAH,P.006 - KUBANG PASU,N. 06 - JITRA
KEDAH,P.006 - KUBANG PASU,N. 06 - JITRA
KEDAH,P.006 - KUBANG PASU,N. 06 - JITRA
KEDAH,P.007 - PADANG TERAP,N. 07 - KUALA NERANG
KEDAH,P.007 - PADANG TERAP,N. 07 - KUALA NERANG
KEDAH,P.007 - PADANG TERAP,N. 07 - KUALA NERANG
KEDAH,P.007 - PADANG TERAP,N. 08 - PEDU
KEDAH,P.007 - PADANG TERAP,N. 08 - PEDU
KEDAH,P.007 - PADANG TERAP,N. 08 - PEDU
KEDAH,P.008 - POKOK SENA,N. 09 - BUKIT LADA
KEDAH,P.008 - POKOK SENA,N. 09 - BUKIT LADA
KEDAH,P.008 - POKOK SENA,N. 09 - BUKIT LADA
KEDAH,P.008 - POKOK SENA,N. 09 - BUKIT LADA
KEDAH,P.008 - POKOK SENA,N. 10 - BUKIT PINANG
KEDAH,P.008 - POKOK SENA,N. 10 - BUKIT PINANG
KEDAH,P.008 - POKOK SENA,N. 10 - BUKIT PINANG
KEDAH,P.008 - POKOK SENA,N. 11 - DERGA
KEDAH,P.008 - POKOK SENA,N. 11 - DERGA
KEDAH,P.008 - POKOK SENA,N. 11 - DERGA
KEDAH,P.009 - ALOR SETAR,N. 12 - SUKA MENANTI
KEDAH,P.009 - ALOR SETAR,N. 12 - SUKA MENANTI
KEDAH,P.009 - ALOR SETAR,N. 12 - SUKA MENANTI
KEDAH,P.009 - ALOR SETAR,N. 13 - KOTA DARUL AMAN
KEDAH,P.009 - ALOR SETAR,N. 13 - KOTA DARUL AMAN
KEDAH,P.009 - ALOR SETAR,N. 13 - KOTA DARUL AMAN
KEDAH,P.009 - ALOR SETAR,N. 13 - KOTA DARUL AMAN
KEDAH,P.009 - ALOR SETAR,N. 14 - ALOR MENGKUDU
KEDAH,P.009 - ALOR SETAR,N. 14 - ALOR MENGKUDU
KEDAH,P.009 - ALOR SETAR,N. 14 - ALOR MENGKUDU
KEDAH,P.010 - KUALA KEDAH,N. 15 - ANAK BUKIT
KEDAH,P.010 - KUALA KEDAH,N. 15 - ANAK BUKIT
KEDAH,P.010 - KUALA KEDAH,N. 15 - ANAK BUKIT
KEDAH,P.010 - KUALA KEDAH,N. 16 - KUBANG ROTAN
KEDAH,P.010 - KUALA KEDAH,N. 16 - KUBANG ROTAN
KEDAH,P.010 - KUALA KEDAH,N. 16 - KUBANG ROTAN
KEDAH,P.010 - KUALA KEDAH,N. 17 - PENGKALAN KUNDOR
KEDAH,P.010 - KUALA KEDAH,N. 17 - PENGKALAN KUNDOR
KEDAH,P.010 - KUALA KEDAH,N. 17 - PENGKALAN KUNDOR
KEDAH,P.011 - PENDANG,N. 18 - TOKAI
KEDAH,P.011 - PENDANG,N. 18 - TOKAI
KEDAH,P.011 - PENDANG,N. 18 - TOKAI
KEDAH,P.011 - PENDANG,N. 19 - SUNGAI TIANG
KEDAH,P.011 - PENDANG,N. 19 - SUNGAI TIANG
KEDAH,P.011 - PENDANG,N. 19 - SUNGAI TIANG
KEDAH,P.012 - JERAI,N. 20 - SUNGAI LIMAU
KEDAH,P.012 - JERAI,N. 20 - SUNGAI LIMAU
KEDAH,P.012 - JERAI,N. 20 - SUNGAI LIMAU
KEDAH,P.012 - JERAI,N. 21 - GUAR CHEMPEDAK
KEDAH,P.012 - JERAI,N. 21 - GUAR CHEMPEDAK
KEDAH,P.012 - JERAI,N. 21 - GUAR CHEMPEDAK
KEDAH,P.012 - JERAI,N. 22 - GURUN
KEDAH,P.012 - JERAI,N. 22 - GURUN
KEDAH,P.012 - JERAI,N. 22 - GURUN
KEDAH,P.012 - JERAI,N. 22 - GURUN
KEDAH,P.013 - SIK,N. 23 - BELANTEK
KEDAH,P.013 - SIK,N. 23 - BELANTEK
KEDAH,P.013 - SIK,N. 23 - BELANTEK
KEDAH,P.013 - SIK,N. 24 - JENERI
KEDAH,P.013 - SIK,N. 24 - JENERI
KEDAH,P.013 - SIK,N. 24 - JENERI
KEDAH,P.014 - MERBOK,N. 25 - BUKIT SELAMBAU
KEDAH,P.014 - MERBOK,N. 25 - BUKIT SELAMBAU
KEDAH,P.014 - MERBOK,N. 25 - BUKIT SELAMBAU
KEDAH,P.014 - MERBOK,N. 26 - TANJONG DAWAI
KEDAH,P.014 - MERBOK,N. 26 - TANJONG DAWAI
KEDAH,P.014 - MERBOK,N. 26 - TANJONG DAWAI
KEDAH,P.015 - SUNGAI PETANI,N. 27 - PANTAI MERDEKA
KEDAH,P.015 - SUNGAI PETANI,N. 27 - PANTAI MERDEKA
KEDAH,P.015 - SUNGAI PETANI,N. 27 - PANTAI MERDEKA
KEDAH,P.015 - SUNGAI PETANI,N. 28 - BAKAR ARANG
KEDAH,P.015 - SUNGAI PETANI,N. 28 - BAKAR ARANG
KEDAH,P.015 - SUNGAI PETANI,N. 28 - BAKAR ARANG
KEDAH,P.015 - SUNGAI PETANI,N. 28 - BAKAR ARANG
KEDAH,P.015 - SUNGAI PETANI,N. 28 - BAKAR ARANG
KEDAH,P.015 - SUNGAI PETANI,N. 29 - SIDAM
KEDAH,P.015 - SUNGAI PETANI,N. 29 - SIDAM
KEDAH,P.015 - SUNGAI PETANI,N. 29 - SIDAM
KEDAH,P.015 - SUNGAI PETANI,N. 29 - SIDAM
KEDAH,P.016 - BALING,N. 30 - BAYU
KEDAH,P.016 - BALING,N. 30 - BAYU
KEDAH,P.016 - BALING,N. 30 - BAYU
KEDAH,P.016 - BALING,N. 31 - KUPANG
KEDAH,P.016 - BALING,N. 31 - KUPANG
KEDAH,P.016 - BALING,N. 31 - KUPANG
KEDAH,P.016 - BALING,N. 32 - KUALA KETIL
KEDAH,P.016 - BALING,N. 32 - KUALA KETIL
KEDAH,P.016 - BALING,N. 32 - KUALA KETIL
KEDAH,P.017 - PADANG SERAI,N. 33 - MERBAU PULAS
KEDAH,P.017 - PADANG SERAI,N. 33 - MERBAU PULAS
KEDAH,P.017 - PADANG SERAI,N. 33 - MERBAU PULAS
KEDAH,P.017 - PADANG SERAI,N. 34 - LUNAS
KEDAH,P.017 - PADANG SERAI,N. 34 - LUNAS
KEDAH,P.017 - PADANG SERAI,N. 34 - LUNAS
KEDAH,P.018 - KULIM-BANDAR BAHARU,N. 35 - KULIM
KEDAH,P.018 - KULIM-BANDAR BAHARU,N. 35 - KULIM
KEDAH,P.018 - KULIM-BANDAR BAHARU,N. 35 - KULIM
KEDAH,P.018 - KULIM-BANDAR BAHARU,N. 35 - KULIM
KEDAH,P.018 - KULIM-BANDAR BAHARU,N. 36 - BANDAR BAHARU
KEDAH,P.018 - KULIM-BANDAR BAHARU,N. 36 - BANDAR BAHARU
KEDAH,P.018 - KULIM-BANDAR BAHARU,N. 36 - BANDAR BAHARU
KELANTAN,P.019 - TUMPAT,N. 01 - PENGKALAN KUBOR
KELANTAN,P.019 - TUMPAT,N. 01 - PENGKALAN KUBOR
KELANTAN,P.019 - TUMPAT,N. 01 - PENGKALAN KUBOR
KELANTAN,P.019 - TUMPAT,N. 02 - KELABORAN
KELANTAN,P.019 - TUMPAT,N. 02 - KELABORAN
KELANTAN,P.019 - TUMPAT,N. 02 - KELABORAN
KELANTAN,P.019 - TUMPAT,N. 03 - PASIR PEKAN
KELANTAN,P.019 - TUMPAT,N. 03 - PASIR PEKAN
KELANTAN,P.019 - TUMPAT,N. 03 - PASIR PEKAN
KELANTAN,P.019 - TUMPAT,N. 04 - WAKAF BHARU
KELANTAN,P.019 - TUMPAT,N. 04 - WAKAF BHARU
KELANTAN,P.019 - TUMPAT,N. 04 - WAKAF BHARU
KELANTAN,P.020 - PENGKALAN CHEPA,N. 05 - KIJANG
KELANTAN,P.020 - PENGKALAN CHEPA,N. 05 - KIJANG
KELANTAN,P.020 - PENGKALAN CHEPA,N. 05 - KIJANG
KELANTAN,P.020 - PENGKALAN CHEPA,N. 06 - CHEMPAKA
KELANTAN,P.020 - PENGKALAN CHEPA,N. 06 - CHEMPAKA
KELANTAN,P.020 - PENGKALAN CHEPA,N. 06 - CHEMPAKA
KELANTAN,P.020 - PENGKALAN CHEPA,N. 07 - PANCHOR
KELANTAN,P.020 - PENGKALAN CHEPA,N. 07 - PANCHOR
KELANTAN,P.020 - PENGKALAN CHEPA,N. 07 - PANCHOR
KELANTAN,P.021 - KOTA BHARU,N. 08 - TANJONG MAS
KELANTAN,P.021 - KOTA BHARU,N. 08 - TANJONG MAS
KELANTAN,P.021 - KOTA BHARU,N. 08 - TANJONG MAS
KELANTAN,P.021 - KOTA BHARU,N. 09 - KOTA LAMA
KELANTAN,P.021 - KOTA BHARU,N. 09 - KOTA LAMA
KELANTAN,P.021 - KOTA BHARU,N. 09 - KOTA LAMA
KELANTAN,P.021 - KOTA BHARU,N. 09 - KOTA LAMA
KELANTAN,P.021 - KOTA BHARU,N. 09 - KOTA LAMA
KELANTAN,P.021 - KOTA BHARU,N. 10 - BUNUT PAYONG
KELANTAN,P.021 - KOTA BHARU,N. 10 - BUNUT PAYONG
KELANTAN,P.021 - KOTA BHARU,N. 10 - BUNUT PAYONG
KELANTAN,P.022 - PASIR MAS,N. 11 - TENDONG
KELANTAN,P.022 - PASIR MAS,N. 11 - TENDONG
KELANTAN,P.022 - PASIR MAS,N. 11 - TENDONG
KELANTAN,P.022 - PASIR MAS,N. 11 - TENDONG
KELANTAN,P.022 - PASIR MAS,N. 12 - PENGKALAN PASIR
KELANTAN,P.022 - PASIR MAS,N. 12 - PENGKALAN PASIR
KELANTAN,P.022 - PASIR MAS,N. 12 - PENGKALAN PASIR
KELANTAN,P.022 - PASIR MAS,N. 12 - PENGKALAN PASIR
KELANTAN,P.022 - PASIR MAS,N. 13 - MERANTI
KELANTAN,P.022 - PASIR MAS,N. 13 - MERANTI
KELANTAN,P.022 - PASIR MAS,N. 13 - MERANTI
KELANTAN,P.022 - PASIR MAS,N. 13 - MERANTI
KELANTAN,P.023 - RANTAU PANJANG,N. 14 - CHETOK
KELANTAN,P.023 - RANTAU PANJANG,N. 14 - CHETOK
KELANTAN,P.023 - RANTAU PANJANG,N. 14 - CHETOK
KELANTAN,P.023 - RANTAU PANJANG,N. 14 - CHETOK
KELANTAN,P.023 - RANTAU PANJANG,N. 15 - GUAL PERIOK
KELANTAN,P.023 - RANTAU PANJANG,N. 15 - GUAL PERIOK
KELANTAN,P.023 - RANTAU PANJANG,N. 15 - GUAL PERIOK
KELANTAN,P.023 - RANTAU PANJANG,N. 16 - APAM PUTRA
KELANTAN,P.023 - RANTAU PANJANG,N. 16 - APAM PUTRA
KELANTAN,P.023 - RANTAU PANJANG,N. 16 - APAM PUTRA
KELANTAN,P.024 - KUBANG KERIAN,N. 17 - SALOR
KELANTAN,P.024 - KUBANG KERIAN,N. 17 - SALOR
KELANTAN,P.024 - KUBANG KERIAN,N. 17 - SALOR
KELANTAN,P.024 - KUBANG KERIAN,N. 18 - PASIR TUMBOH
KELANTAN,P.024 - KUBANG KERIAN,N. 18 - PASIR TUMBOH
KELANTAN,P.024 - KUBANG KERIAN,N. 18 - PASIR TUMBOH
KELANTAN,P.024 - KUBANG KERIAN,N. 19 - DEMIT
KELANTAN,P.024 - KUBANG KERIAN,N. 19 - DEMIT
KELANTAN,P.024 - KUBANG KERIAN,N. 19 - DEMIT
KELANTAN,P.025 - BACHOK,N. 20 - TAWANG
KELANTAN,P.025 - BACHOK,N. 20 - TAWANG
KELANTAN,P.025 - BACHOK,N. 21 - PANTAI IRAMA
KELANTAN,P.025 - BACHOK,N. 21 - PANTAI IRAMA
KELANTAN,P.025 - BACHOK,N. 21 - PANTAI IRAMA
KELANTAN,P.025 - BACHOK,N. 22 - JELAWAT
KELANTAN,P.025 - BACHOK,N. 22 - JELAWAT
KELANTAN,P.025 - BACHOK,N. 22 - JELAWAT
KELANTAN,P.026 - KETEREH,N. 23 - MELOR
KELANTAN,P.026 - KETEREH,N. 23 - MELOR
KELANTAN,P.026 - KETEREH,N. 23 - MELOR
KELANTAN,P.026 - KETEREH,N. 24 - KADOK
KELANTAN,P.026 - KETEREH,N. 24 - KADOK
KELANTAN,P.026 - KETEREH,N. 24 - KADOK
KELANTAN,P.026 - KETEREH,N. 25 - KOK LANAS
KELANTAN,P.026 - KETEREH,N. 25 - KOK LANAS
KELANTAN,P.026 - KETEREH,N. 25 - KOK LANAS
KELANTAN,P.027 - TANAH MERAH,N. 26 - BUKIT PANAU
